"short_description","icd_code","long_title"
"Hospital observation services","7795   ","Drug withdrawal syndrome in newborn"
"Hospital observation services","78001  ","Coma"
"Pulmonary","78001  ","Coma"
"Hospital observation services","78002  ","Transient alteration of awareness"
"Integumentary system","78003  ","Persistent vegetative state"
"Cardiovascular system","78009  ","Other alteration of consciousness"
"Digestive system","78009  ","Other alteration of consciousness"
"Eye and ocular adnexa","78009  ","Other alteration of consciousness"
"Hospital observation services","78009  ","Other alteration of consciousness"
"Integumentary system","78009  ","Other alteration of consciousness"
"Maternity care and delivery","78009  ","Other alteration of consciousness"
"Mediastinum and diaphragm","78009  ","Other alteration of consciousness"
"Musculoskeletal system","78009  ","Other alteration of consciousness"
"Nervous system","78009  ","Other alteration of consciousness"
"Digestive system","7801   ","Hallucinations"
"Eye and ocular adnexa","7801   ","Hallucinations"
"Hospital observation services","7801   ","Hallucinations"
"Cardiovascular","7802   ","Syncope and collapse"
"Cardiovascular system","7802   ","Syncope and collapse"
"Critical care services","7802   ","Syncope and collapse"
"Diagnostic ultrasound","7802   ","Syncope and collapse"
"Digestive system","7802   ","Syncope and collapse"
"Female genital system","7802   ","Syncope and collapse"
"Hospital observation services","7802   ","Syncope and collapse"
"Integumentary system","7802   ","Syncope and collapse"
"Male genital system","7802   ","Syncope and collapse"
"Maternity care and delivery","7802   ","Syncope and collapse"
"Musculoskeletal system","7802   ","Syncope and collapse"
"Nervous system","7802   ","Syncope and collapse"
"Respiratory system","7802   ","Syncope and collapse"
"Urinary system","7802   ","Syncope and collapse"
"Cardiovascular","78039  ","Other convulsions"
"Digestive system","78039  ","Other convulsions"
"Female genital system","78039  ","Other convulsions"
"Hospital observation services","78039  ","Other convulsions"
"Integumentary system","78039  ","Other convulsions"
"Musculoskeletal system","78039  ","Other convulsions"
"Nervous system","78039  ","Other convulsions"
"Respiratory system","78039  ","Other convulsions"
"Urinary system","78039  ","Other convulsions"
"Auditory system","7804   ","Dizziness and giddiness"
"Cardiovascular","7804   ","Dizziness and giddiness"
"Cardiovascular system","7804   ","Dizziness and giddiness"
"Critical care services","7804   ","Dizziness and giddiness"
"Digestive system","7804   ","Dizziness and giddiness"
"Female genital system","7804   ","Dizziness and giddiness"
"Hemic and lymphatic systems","7804   ","Dizziness and giddiness"
"Hospital observation services","7804   ","Dizziness and giddiness"
"Integumentary system","7804   ","Dizziness and giddiness"
"Maternity care and delivery","7804   ","Dizziness and giddiness"
"Musculoskeletal system","7804   ","Dizziness and giddiness"
"Nervous system","7804   ","Dizziness and giddiness"
"Respiratory system","7804   ","Dizziness and giddiness"
"Urinary system","7804   ","Dizziness and giddiness"
"Digestive system","78050  ","Sleep disturbance, unspecified"
"Hospital observation services","78050  ","Sleep disturbance, unspecified"
"Musculoskeletal system","78050  ","Sleep disturbance, unspecified"
"Nervous system","78050  ","Sleep disturbance, unspecified"
"Digestive system","78051  ","Insomnia with sleep apnea, unspecified"
"Hospital observation services","78051  ","Insomnia with sleep apnea, unspecified"
"Bone/joint studies","78052  ","Insomnia, unspecified"
"Cardiovascular","78052  ","Insomnia, unspecified"
"Cardiovascular system","78052  ","Insomnia, unspecified"
"Digestive system","78052  ","Insomnia, unspecified"
"Endocrine system","78052  ","Insomnia, unspecified"
"Eye and ocular adnexa","78052  ","Insomnia, unspecified"
"Female genital system","78052  ","Insomnia, unspecified"
"Hemic and lymphatic systems","78052  ","Insomnia, unspecified"
"Hospital observation services","78052  ","Insomnia, unspecified"
"Integumentary system","78052  ","Insomnia, unspecified"
"Musculoskeletal system","78052  ","Insomnia, unspecified"
"Nervous system","78052  ","Insomnia, unspecified"
"Respiratory system","78052  ","Insomnia, unspecified"
"Urinary system","78052  ","Insomnia, unspecified"
"Digestive system","78054  ","Hypersomnia, unspecified"
"Hospital observation services","78054  ","Hypersomnia, unspecified"
"Respiratory system","78054  ","Hypersomnia, unspecified"
"Hospital observation services","78055  ","Disruption of 24 hour sleep wake cycle, unspecified"
"Atherectomy (Open or Percutaneous) for Supra-Inguinal Arteries and Other Undefined Category Codes","78057  ","Unspecified sleep apnea"
"Cardiovascular","78057  ","Unspecified sleep apnea"
"Cardiovascular system","78057  ","Unspecified sleep apnea"
"Digestive system","78057  ","Unspecified sleep apnea"
"Female genital system","78057  ","Unspecified sleep apnea"
"Hospital observation services","78057  ","Unspecified sleep apnea"
"Integumentary system","78057  ","Unspecified sleep apnea"
"Male genital system","78057  ","Unspecified sleep apnea"
"Musculoskeletal system","78057  ","Unspecified sleep apnea"
"Nervous system","78057  ","Unspecified sleep apnea"
"Respiratory system","78057  ","Unspecified sleep apnea"
"Urinary system","78057  ","Unspecified sleep apnea"
"Hospital observation services","78059  ","Other sleep disturbances"
"Cardiovascular","78060  ","Fever, unspecified"
"Cardiovascular system","78060  ","Fever, unspecified"
"Digestive system","78060  ","Fever, unspecified"
"Endocrine system","78060  ","Fever, unspecified"
"Female genital system","78060  ","Fever, unspecified"
"Hemic and lymphatic systems","78060  ","Fever, unspecified"
"Hospital observation services","78060  ","Fever, unspecified"
"Integumentary system","78060  ","Fever, unspecified"
"Maternity care and delivery","78060  ","Fever, unspecified"
"Musculoskeletal system","78060  ","Fever, unspecified"
"Nervous system","78060  ","Fever, unspecified"
"Respiratory system","78060  ","Fever, unspecified"
"Urinary system","78060  ","Fever, unspecified"
"Hospital observation services","78061  ","Fever presenting with conditions classified elsewhere"
"Hydration,therapeutic,prophylactic,diagnostic injections and infusions,and chemotherapy and other highly complex drug or highly complex biologic agent administration","78061  ","Fever presenting with conditions classified elsewhere"
"Integumentary system","78061  ","Fever presenting with conditions classified elsewhere"
"Nervous system","78061  ","Fever presenting with conditions classified elsewhere"
"Urinary system","78061  ","Fever presenting with conditions classified elsewhere"
"Cardiovascular","78062  ","Postprocedural fever"
"Cardiovascular system","78062  ","Postprocedural fever"
"Digestive system","78062  ","Postprocedural fever"
"Endocrine system","78062  ","Postprocedural fever"
"Female genital system","78062  ","Postprocedural fever"
"Hemic and lymphatic systems","78062  ","Postprocedural fever"
"Hospital observation services","78062  ","Postprocedural fever"
"Integumentary system","78062  ","Postprocedural fever"
"Maternity care and delivery","78062  ","Postprocedural fever"
"Musculoskeletal system","78062  ","Postprocedural fever"
"Respiratory system","78062  ","Postprocedural fever"
"Urinary system","78062  ","Postprocedural fever"
"Cardiovascular","78064  ","Chills (without fever)"
"Cardiovascular system","78064  ","Chills (without fever)"
"Digestive system","78064  ","Chills (without fever)"
"Hospital observation services","78064  ","Chills (without fever)"
"Urinary system","78064  ","Chills (without fever)"
"Hospital observation services","78065  ","Hypothermia not associated with low environmental temperature"
"Hospital observation services","78066  ","Febrile nonhemolytic transfusion reaction"
"Cardiovascular","78071  ","Chronic fatigue syndrome"
"Digestive system","78071  ","Chronic fatigue syndrome"
"Endocrine system","78071  ","Chronic fatigue syndrome"
"Female genital system","78071  ","Chronic fatigue syndrome"
"Hemic and lymphatic systems","78071  ","Chronic fatigue syndrome"
"Hospital observation services","78071  ","Chronic fatigue syndrome"
"Cardiovascular","78079  ","Other malaise and fatigue"
"Cardiovascular system","78079  ","Other malaise and fatigue"
"Digestive system","78079  ","Other malaise and fatigue"
"Endocrine system","78079  ","Other malaise and fatigue"
"Eye and ocular adnexa","78079  ","Other malaise and fatigue"
"Female genital system","78079  ","Other malaise and fatigue"
"Gastroenterology","78079  ","Other malaise and fatigue"
"Hemic and lymphatic systems","78079  ","Other malaise and fatigue"
"Hospital observation services","78079  ","Other malaise and fatigue"
"Integumentary system","78079  ","Other malaise and fatigue"
"Musculoskeletal system","78079  ","Other malaise and fatigue"
"Nervous system","78079  ","Other malaise and fatigue"
"Respiratory system","78079  ","Other malaise and fatigue"
"Urinary system","78079  ","Other malaise and fatigue"
"Cardiovascular","7808   ","Generalized hyperhidrosis"
"Digestive system","7808   ","Generalized hyperhidrosis"
"Endocrine system","7808   ","Generalized hyperhidrosis"
"Hemic and lymphatic systems","7808   ","Generalized hyperhidrosis"
"Hospital observation services","7808   ","Generalized hyperhidrosis"
"Musculoskeletal system","7808   ","Generalized hyperhidrosis"
"Respiratory system","7808   ","Generalized hyperhidrosis"
"Cardiovascular","78093  ","Memory loss"
"Cardiovascular system","78093  ","Memory loss"
"Digestive system","78093  ","Memory loss"
"Hospital observation services","78093  ","Memory loss"
"Integumentary system","78093  ","Memory loss"
"Musculoskeletal system","78093  ","Memory loss"
"Nervous system","78093  ","Memory loss"
"Digestive system","78094  ","Early satiety"
"Hemic and lymphatic systems","78094  ","Early satiety"
"Hospital observation services","78094  ","Early satiety"
"Cardiovascular system","78096  ","Generalized pain"
"Digestive system","78096  ","Generalized pain"
"Hospital observation services","78096  ","Generalized pain"
